point_id,policy,rho,label,feature_set,n_updates,prevalence,auroc_loro_mean,auprc_loro_mean,folds,scope
ov75,agg_full,0.8,positive_value,fresh_cov,104,0.22115384615384615,0.6326664155917522,0.3516502309949774,2,
ov75,agg_full,0.8,positive_value,decision_aware,104,0.22115384615384615,0.6719000094153094,0.3854825423365358,2,
ov75,agg_full,0.8,high_value_top25pct,freshness_only,104,1.0,nan,nan,0,
ov75,agg_full,0.8,high_value_top25pct,coverage_only,104,1.0,nan,nan,0,
ov75,agg_full,0.8,high_value_top25pct,fresh_cov,104,1.0,nan,nan,0,
ov75,agg_full,0.8,high_value_top25pct,decision_aware,104,1.0,nan,nan,0,
ov75,agg_static,0.8,flip_next_use,freshness_only,82,0.43902439024390244,0.5223958333333334,0.49201106843681597,2,
ov75,agg_static,0.8,flip_next_use,coverage_only,82,0.43902439024390244,0.5653409090909092,0.5148434046311666,2,
ov75,agg_static,0.8,flip_next_use,fresh_cov,82,0.43902439024390244,0.5653409090909092,0.5148434046311666,2,
ov75,agg_static,0.8,flip_next_use,decision_aware,82,0.43902439024390244,0.578030303030303,0.5070686848076231,2,
ov75,agg_static,0.8,positive_value,freshness_only,82,0.2073170731707317,0.5316176470588235,0.26346695873781106,2,
ov75,agg_static,0.8,positive_value,coverage_only,82,0.2073170731707317,0.5315464895635673,0.22008753211789267,2,
ov75,agg_static,0.8,positive_value,fresh_cov,82,0.2073170731707317,0.5315464895635673,0.22008753211789267,2,
ov75,agg_static,0.8,positive_value,decision_aware,82,0.2073170731707317,0.6089522905936569,0.28890412271521293,2,
ov75,agg_static,0.8,high_value_top25pct,freshness_only,82,1.0,nan,nan,0,
ov75,agg_static,0.8,high_value_top25pct,coverage_only,82,1.0,nan,nan,0,
ov75,agg_static,0.8,high_value_top25pct,fresh_cov,82,1.0,nan,nan,0,
ov75,agg_static,0.8,high_value_top25pct,decision_aware,82,1.0,nan,nan,0,
,,,flip_next_use,freshness_only,523,0.3919694072657744,0.5190047846668518,0.4020360143406212,2,pooled
,,,flip_next_use,coverage_only,523,0.3919694072657744,0.6310757921182106,0.5274435165896507,2,pooled
,,,flip_next_use,fresh_cov,523,0.3919694072657744,0.6293575534640459,0.5270462873861586,2,pooled
,,,flip_next_use,decision_aware,523,0.3919694072657744,0.6465115150309537,0.5202793483808714,2,pooled
,,,positive_value,freshness_only,523,0.2829827915869981,0.5618881708680163,0.43485041914872946,2,pooled
,,,positive_value,coverage_only,523,0.2829827915869981,0.6812875307578988,0.5427253688410651,2,pooled
,,,positive_value,fresh_cov,523,0.2829827915869981,0.6725285264682006,0.5336494031603802,2,pooled
,,,positive_value,decision_aware,523,0.2829827915869981,0.7388517131026378,0.4973735673892238,2,pooled
,,,high_value_top25pct,freshness_only,523,0.2829827915869981,0.5618881708680163,0.43485041914872946,2,pooled
,,,high_value_top25pct,coverage_only,523,0.2829827915869981,0.6812875307578988,0.5427253688410651,2,pooled
,,,high_value_top25pct,fresh_cov,523,0.2829827915869981,0.6725285264682006,0.5336494031603802,2,pooled
,,,high_value_top25pct,decision_aware,523,0.2829827915869981,0.7388517131026378,0.4973735673892238,2,pooled
