budget_fraction,selection_policy,value_retention,oracle_retention,oracle_gap,n_cells,candidate_updates_total
0.6,Freshness,0.7451700733637634,0.9915850822638972,0.2464150089001338,34,1439
0.6,LearnedLogistic,0.5948579405959112,0.9915850822638972,0.39672714166798595,34,1439
0.6,Oracle,0.9915850822638972,0.9915850822638972,0.0,34,1439
0.6,Random,0.6026333915164607,0.9915850822638972,0.3889516907474365,34,1439
0.6,SimpleCoverageLoad,0.6651753448298392,0.9915850822638972,0.326409737434058,34,1439
0.8,B02Utility,0.8405060054742288,1.0,0.15949399452577118,34,1439
0.8,CoverageAdvantage,0.8786446919982575,1.0,0.12135530800174255,34,1439
0.8,CoverageDelta,0.8953856105584665,1.0,0.10461438944153345,34,1439
0.8,DecisionAware,0.8770762803463579,1.0,0.12292371965364213,34,1439
0.8,FirstLook,0.8906283813288145,1.0,0.1093716186711855,34,1439
0.8,Freshness,0.8971309014352844,1.0,0.1028690985647156,34,1439
0.8,LearnedLogistic,0.8796880098954735,1.0,0.12031199010452653,34,1439
0.8,Oracle,1.0,1.0,0.0,34,1439
0.8,Random,0.8002386829964513,1.0,0.1997613170035487,34,1439
0.8,SimpleCoverageLoad,0.8731934166215631,1.0,0.12680658337843687,34,1439
1.0,B02Utility,1.0,1.0,0.0,34,1439
1.0,CoverageAdvantage,1.0,1.0,0.0,34,1439
1.0,CoverageDelta,1.0,1.0,0.0,34,1439
1.0,DecisionAware,1.0,1.0,0.0,34,1439
1.0,FirstLook,1.0,1.0,0.0,34,1439
1.0,Freshness,1.0,1.0,0.0,34,1439
1.0,LearnedLogistic,1.0,1.0,0.0,34,1439
1.0,Oracle,1.0,1.0,0.0,34,1439
1.0,Random,1.0,1.0,0.0,34,1439
1.0,SimpleCoverageLoad,1.0,1.0,0.0,34,1439
