update_seq,update_kind,instance,digest,coverage_after,pre_delivery_visible_cov,delivered_at_unix,signaling_delay_s,writer_seq,future_use_count,seq,t_send_unix,point_id,cell_id,rep,zipf_alpha,overlap,concurrency,rho,policy,send_ts_unix,coverage_before_source,source_coverage_delta,update_age_s,advertised_before,dispatcher_visible_before,best_visible_cov,second_visible_cov,visible_cov_gap,replica_visible_count,source_best_cov,digest_req_count_recent,in_flight_frames,ewma_delivery_delay_s,dispatcher_loads,dispatcher_rr,supersedes_in_flight,use_index,use_request_id,use_dispatch_time_unix,use_discard,superseded_before_use,decision_without_update,decision_with_update,decision_flip,native_instance_without,selected_instance_without,selected_instance_with,selected_load_without,selected_load_with,reusable_coverage_without,reusable_coverage_with,reusable_coverage_gain,estimated_prefill_gain_ms,estimated_queue_delta_ms,estimated_net_gain_ms,signaling_cost_ms,oracle_value_ms,oracle_value_net_of_cost_ms,realized_ttft_ms,realized_cached_tokens,world1_expected_net_ms
120,upsert,0,L0030,2048,0,1787899136.3926008,43.83129334449768,51,1,120,1787899092.5613074,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899092.561281,0,2048,,0,0,0,0,0,0,0,0,103,63.815366334385345,0;0;0;0,0,0,1,39,1787899166.0470684,,0,1,0,1,2,1,0,1,1,2048,2048,0,0.0,0.0,0.0,43831.29334449768,0.0,-43831.29334449768,4887.631444,2080.0,38.96
121,upsert,1,L0030,2048,0,1787899136.3926535,43.831045389175415,52,1,121,1787899092.561608,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899092.561593,0,2048,,0,0,0,0,0,0,0,0,104,63.815366334385345,0;0;0;0,0,0,1,39,1787899166.0470684,,0,0,0,0,2,0,0,1,1,2048,2048,0,0.0,0.0,0.0,43831.045389175415,0.0,-43831.045389175415,4887.631444,2080.0,38.96
124,upsert,0,L0031,2048,0,1787899136.3926961,40.99673414230347,53,1,124,1787899095.395962,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899095.3959324,0,2048,,0,0,0,0,0,0,0,0,107,63.815366334385345,0;0;0;0,0,0,1,54,1787899177.7216249,,0,1,0,1,2,1,0,1,0,2048,2048,0,0.0,-2.0,2.0,40996.73414230347,2.0,-40994.73414230347,157.08161,2080.0,40.96
125,upsert,1,L0031,2048,0,1787899136.3927379,40.996426820755005,54,1,125,1787899095.396311,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899095.3962939,0,2048,,0,0,0,0,0,0,0,0,108,63.815366334385345,0;0;0;0,0,0,1,54,1787899177.7216249,,0,0,0,0,2,0,0,0,0,2048,2048,0,0.0,0.0,0.0,40996.426820755005,0.0,-40996.426820755005,157.08161,2080.0,40.96
136,upsert,0,L0034,2048,0,1787899144.8255942,41.003713846206665,59,1,136,1787899103.8218803,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899103.8218532,0,2048,,0,0,0,0,0,0,0,0,112,60.471657829284666,0;0;0;0,0,0,1,50,1787899174.584483,,0,1,0,1,3,1,0,1,1,2048,2048,0,0.0,0.0,0.0,41003.713846206665,0.0,-41003.713846206665,2442.908095,2080.0,38.96
137,upsert,1,L0034,2048,0,1787899144.8256485,41.003424406051636,60,1,137,1787899103.8222241,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899103.822207,0,2048,,0,0,0,0,0,0,0,0,113,60.471657829284666,0;0;0;0,0,0,1,50,1787899174.584483,,0,0,0,0,3,0,0,1,1,2048,2048,0,0.0,0.0,0.0,41003.424406051636,0.0,-41003.424406051636,2442.908095,2080.0,38.96
144,upsert,0,L0036,2048,0,1787899144.825773,35.384278297424316,63,2,144,1787899109.4414947,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899109.4414647,0,2048,,0,0,0,0,0,0,0,0,120,60.471657829284666,0;0;0;0,0,0,1,40,1787899171.8003902,,0,1,0,1,3,1,0,0,0,2048,2048,0,0.0,0.0,0.0,35384.27829742432,0.0,-35384.27829742432,165.830506,2080.0,40.96
144,upsert,0,L0036,2048,0,1787899144.825773,35.384278297424316,63,2,144,1787899109.4414947,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899109.4414647,0,2048,,0,0,0,0,0,0,0,0,120,60.471657829284666,0;0;0;0,0,0,2,43,1787899171.8005388,,0,1,0,1,2,1,0,1,1,2048,2048,0,0.0,0.0,0.0,35384.27829742432,0.0,-35384.27829742432,1306.226198,2080.0,38.96
145,upsert,1,L0036,2048,0,1787899144.825815,35.383991956710815,64,2,145,1787899109.441823,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899109.4418051,0,2048,,0,0,0,0,0,0,0,0,121,60.471657829284666,0;0;0;0,0,0,1,40,1787899171.8003902,,0,0,0,0,3,0,0,0,0,2048,2048,0,0.0,0.0,0.0,35383.991956710815,0.0,-35383.991956710815,165.830506,2080.0,40.96
145,upsert,1,L0036,2048,0,1787899144.825815,35.383991956710815,64,2,145,1787899109.441823,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899109.4418051,0,2048,,0,0,0,0,0,0,0,0,121,60.471657829284666,0;0;0;0,0,0,2,43,1787899171.8005388,,0,0,0,0,2,0,0,1,1,2048,2048,0,0.0,0.0,0.0,35383.991956710815,0.0,-35383.991956710815,1306.226198,2080.0,38.96
152,upsert,0,L0038,2048,0,1787899152.5781512,37.43181610107422,67,1,152,1787899115.1463351,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899115.1463091,0,2048,,0,0,0,0,0,0,0,0,120,57.93511613458395,0;0;0;0,0,0,1,45,1787899173.5865633,,0,1,0,1,3,1,0,1,0,2048,2048,0,0.0,-2.0,2.0,37431.81610107422,2.0,-37429.81610107422,162.485337,2080.0,40.96
153,upsert,1,L0038,2048,0,1787899152.57822,37.43154549598694,68,1,153,1787899115.1466744,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899115.1466575,0,2048,,0,0,0,0,0,0,0,0,121,57.93511613458395,0;0;0;0,0,0,1,45,1787899173.5865633,,0,0,0,0,3,0,0,0,0,2048,2048,0,0.0,0.0,0.0,37431.54549598694,0.0,-37431.54549598694,162.485337,2080.0,40.96
