rep,cell_id,policy,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
3,agg_full@rho0.5,agg_full,0.5,0.9422439867492438,-125.93230581250009,-444.1451000000002,0.0
3,agg_static@rho1.2,agg_static,1.2,0.5628690767679677,256.4170853874998,608.5254849999997,0.0
3,agg_full@rho1.0,agg_full,1.0,0.5535071294829325,235.36736846249983,271.22961799999985,0.0
3,agg_static@rho0.8,agg_static,0.8,0.6531038455998848,205.9232760499999,599.4696219999996,0.0
3,exact_fifo@rho1.0,exact_fifo,1.0,0.4518219789716261,446.5096434062498,344.54420600000003,0.0
3,agg_full@rho1.2,agg_full,1.2,0.33407748811752846,461.8491334687501,302.853619,0.0
3,exact_fifo@rho0.8,exact_fifo,0.8,0.7036583609390753,248.8309083749998,485.43539599999986,0.0
3,agg_static@rho1.0,agg_static,1.0,0.5650295261414374,318.22119577500007,327.9579209999997,0.0
3,agg_full@rho0.8,agg_full,0.8,0.6231456142877718,413.2089020062499,770.1323669999997,0.0
4,agg_full@rho1.2,agg_full,1.2,0.5338485759267211,181.07119825625,-333.563572,0.0
4,agg_static@rho1.2,agg_static,1.2,0.5267639902676399,205.17794573125025,-315.544613,0.0
4,agg_full@rho0.8,agg_full,0.8,0.5756404751681694,134.46178499375014,-451.09129699999994,0.0
4,agg_static@rho0.8,agg_static,0.8,0.5709174180621154,177.69415691874997,-317.94135499999993,0.0
4,agg_static@rho1.0,agg_static,1.0,0.4491913553742665,230.94150451249993,-457.5840519999997,0.0
4,exact_fifo@rho1.0,exact_fifo,1.0,0.43537999141262346,305.4384380250001,-673.114282,0.0
4,exact_fifo@rho0.5,exact_fifo,0.5,0.49706597967654215,300.96895223749993,-117.68145399999958,0.0
4,exact_fifo@rho0.8,exact_fifo,0.8,0.7380134535566051,74.54692299375006,-360.8160419999999,0.0
4,agg_full@rho1.0,agg_full,1.0,0.527193359095463,294.1985655125002,104.9162980000001,0.0
4,agg_full@rho0.5,agg_full,0.5,0.8922284242164019,-19.31784632499989,-249.02744799999982,0.0
4,exact_fifo@rho1.2,exact_fifo,1.2,0.47888936596536424,403.4293336500002,-24.24925699999949,0.0
4,agg_static@rho0.5,agg_static,0.5,0.5780020037211965,308.13571830000024,-122.287507,0.0
